1435054500000,0,0,0
1435055400000,0.2,0.8,0.2
1435056300000,1.2,1.8,0.2
1435057200000,2.2,2.8,0.2
1435058100000,3.2,3.8,0.2
1435059000000,4.2,4.8,0.2
1435059900000,5.2,5.8,0.2
1435060800000,6.2,6.8,0.2
1435061700000,7.2,7.8,0.2
1435062600000,8.2,8.8,0.2
1435063500000,9.2,9.8,0.2
1435064400000,10.2,10.8,0.2
1435065300000,11.2,11.8,0.2
1435066200000,12.2,12.8,0.2
1435067100000,13.2,13.8,0.2
1435068000000,14.2,14.8,0.2
1435068900000,15.2,15.8,0.2
1435069800000,16.2,16.8,0.2
1435070700000,17.2,17.8,0.2
1435071600000,18.2,18.8,0.2
1435072500000,19.2,19.8,0.2
1435073400000,20.2,20.8,0.2
1435074300000,21.2,21.8,0.2
1435075200000,22.2,22.8,0.2
1435076100000,23.2,23.8,0.2
1435077000000,24.2,24.8,0.2
1435077900000,25.2,25.8,0.2
1435078800000,26.2,26.8,0.2
1435079700000,27.2,27.8,0.2
1435080600000,28.2,28.8,0.2
1435081500000,29.2,29.8,0.2
1435082400000,30.2,30.8,0.2
1435083300000,31.2,31.8,0.2
1435084200000,32.2,32.8,0.2
1435085100000,33.2,33.8,0.2
1435086000000,34.2,34.8,0.2
1435086900000,35.2,35.8,0.2
1435087800000,36.2,36.8,0.2
1435088700000,0,37.8,0.2
1435089600000,0,38.8,0.2
1435090500000,0,39.8,0.2
1435091400000,0,40.8,0.2
1435092300000,0,41.8,0.2
1435093200000,0,42.8,0.2
1435094100000,0,43.8,0.2
1435095000000,0,44.8,0.2
1435095900000,0,45.8,0.2
1435096800000,0,46.8,0.2
1435097700000,0,47.8,0.2
1435098600000,0,48.8,0.2
1435099500000,0,49.8,0.2
1435100400000,0,50.8,0.2
1435101300000,0,51.8,0.2
1435102200000,0,52.8,0.2
1435103100000,0,53.8,0.2
1435104000000,0,54.8,0.2
1435104900000,0,55.8,0.2
1435105800000,0,56.8,0.2
1435106700000,0,57.8,0.2
1435107600000,0,58.8,0.2
1435108500000,0,59.8,0.2
1435109400000,0,60.8,0.2
1435110300000,0,61.8,0.2
1435111200000,0,62.8,0.2
1435112100000,0,63.8,0.2
1435113000000,0,64.8,0.2
1435113900000,0,65.8,0.2
1435114800000,0,66.8,0.2
1435115700000,0,67.8,0.2
1435116600000,0,68.8,0.2
1435117500000,0,69.8,0.2
1435118400000,0,70.8,0.2
1435119300000,0,71.8,0.2
